team,elo,aelo,gp,w,l,confw,confl,game1,game2,game3,game4,game5,game6,game7,game8,game9,game10,game11,game12,game13,game14,game15,game16,game17,game18,game19,game20,game21,game22,game23,game24,game25,game26,game27,game28,game29,game30,game31,game32,game33,game34,game35,game36,game37,game38,game39,game40,game41,game42,game43,game44,game45,game46,game47,game48,game49,game50,game51,game52,game53,game54,game55,game56,game57,game58,game59,game60,game61,elo_2007,aelo_2007,elo_2008,aelo_2008,elo_2009,aelo_2009,elo_2010,aelo_2010,elo_2011,aelo_2011,elo_2012,aelo_2012,elo_2013,aelo_2013,elo_2014,aelo_2014,elo_2015,aelo_2015,elo_2016,aelo_2016,elo_2017,aelo_2017,elo_2018,aelo_2018,elo_2019,aelo_2019,elo_2020,aelo_2020,elo_2021,aelo_2021,W_2010,L_2010,ConfW_2010,ConfL_2010,W_2011,L_2011,ConfW_2011,ConfL_2011,W_2012,L_2012,ConfW_2012,ConfL_2012,W_2013,L_2013,ConfW_2013,ConfL_2013,W_2014,L_2014,ConfW_2014,ConfL_2014,W_2015,L_2015,ConfW_2015,ConfL_2015,W_2016,L_2016,ConfW_2016,ConfL_2016,W_2017,L_2017,ConfW_2017,ConfL_2017,W_2018,L_2018,ConfW_2018,ConfL_2018,W_2019,L_2019,ConfW_2019,ConfL_2019,W_2020,L_2020,ConfW_2020,ConfL_2020,W_2021,L_2021,ConfW_2021,ConfL_2021,W_2022,L_2022,ConfW_2022,ConfL_2022
Providence,1742.7398260703121,1500,0,0,0,0,0,1684.0391154218746,1695.0391154218746,1652.0391154218746,1659.0391154218746,1678.0391154218746,1637.0391154218746,1623.0391154218746,1592.0391154218746,1602.0391154218746,1579.0391154218746,1594.0391154218746,1570.0391154218746,1632.0391154218746,1678.0391154218746,1690.0391154218746,1704.0391154218746,1682.0391154218746,1701.0391154218746,1690.0391154218746,1681.0391154218746,1671.0391154218746,1706.0391154218746,1762.0391154218746,1744.0391154218746,1707.0391154218746,1732.0391154218746,1770.0391154218746,1805.0391154218746,1839.0391154218746,1858.0391154218746,1870.0391154218746,1760.4008945312498,1740.4008945312498,1692.4008945312498,1759.4622271874996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1527,NA,1612.5,1500,1514.35,NA,1531.925,NA,1526.2675,NA,1716.7112499999998,NA,1807.2358749999999,NA,1796.6313124999997,NA,1804.4864187499998,NA,1782.2326031249997,NA,1759.4622271874996,NA,1692.4008945312498,NA,1870.0391154218746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego St.,1794.0980931406248,1500,0,0,0,0,0,1721.07918084375,1745.07918084375,1759.07918084375,1783.07918084375,1787.07918084375,1791.07918084375,1831.07918084375,1852.07918084375,1870.07918084375,1870.07918084375,1898.07918084375,1899.07918084375,1903.07918084375,1923.07918084375,1927.07918084375,1934.07918084375,1941.07918084375,1950.07918084375,1951.07918084375,1958.07918084375,1971.07918084375,1979.07918084375,1982.07918084375,1986.07918084375,2000.07918084375,1965.07918084375,1970.07918084375,1986.07918084375,1988.07918084375,1998.07918084375,1968.07918084375,1718.1950090625,1700.1950090625,1865.0248374999999,1892.0248374999999,1840.0248374999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1554,NA,1769,1500,1838.7,NA,2015.0499999999997,NA,1802.1349999999998,NA,1795.5824999999998,NA,1949.4317499999997,NA,1868.3906249999998,NA,1840.0248374999999,NA,1678.52960625,NA,1843.272254375,NA,1700.1950090625,NA,1968.07918084375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas Tech,1832.6926202890622,1500,0,0,0,0,0,1938.9192767343748,1940.9192767343748,1942.9192767343748,1944.9192767343748,1946.9192767343748,1889.9192767343748,1847.9192767343748,1819.9192767343748,1861.9192767343748,1863.9192767343748,1865.9192767343748,1868.9192767343748,1889.9192767343748,1858.9192767343748,1831.9192767343748,1854.9192767343748,1871.9192767343748,1832.9192767343748,1819.9192767343748,1849.9192767343748,1841.9192767343748,1858.9192767343748,1878.9192767343748,1896.9192767343748,1869.9192767343748,1875.9192767343748,1905.9192767343748,1858.9192767343748,1810.9192767343748,1804.9192767343748,1795.9192767343748,1991.7766064062498,2001.7766064062498,2040.7766064062498,2080.77660640625,2107.77660640625,2143.77660640625,2115.77660640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1561,NA,1540.5,1500,1670.55,NA,1585.4250000000002,NA,1400.8775,NA,1433.06625,NA,1608.7963750000001,NA,1484.3180625,NA,1717.79794375,NA,1620.1943906249999,NA,1933.4365784375,NA,2115.77660640625,NA,1795.9192767343748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vanderbilt,1469.4007865625,1500,0,0,0,0,0,1494.8386953749998,1503.8386953749998,1495.8386953749998,1527.8386953749998,1534.8386953749998,1546.8386953749998,1515.8386953749998,1569.8386953749998,1550.8386953749998,1529.8386953749998,1540.8386953749998,1567.8386953749998,1536.8386953749998,1534.8386953749998,1494.8386953749998,1486.8386953749998,1463.8386953749998,1451.8386953749998,1438.8386953749998,1436.8386953749998,1427.8386953749998,1484.8386953749998,1478.8386953749998,1472.8386953749998,1464.8386953749998,1458.8386953749998,1446.8386953749998,1426.8386953749998,1412.8386953749998,1467.8386953749998,1515.8386953749998,1497.8386953749998,1869.7032249999997,1828.7032249999997,1810.7032249999997,1950.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1664,NA,1688,1500,1795.2,NA,1779,NA,1950.06,NA,1708.73,NA,1562.3829999999998,NA,1808.8105,NA,1788.12015,NA,1810.7032249999997,NA,1586.7876574999998,NA,1401.60479625,NA,1497.8386953749998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,1496.6656539921873,1500,0,0,0,0,0,1425.2012449531248,1450.2012449531248,1488.2012449531248,1501.2012449531248,1495.2012449531248,1482.2012449531248,1492.2012449531248,1475.2012449531248,1448.2012449531248,1477.2012449531248,1463.2012449531248,1445.2012449531248,1426.2012449531248,1419.2012449531248,1451.2012449531248,1481.2012449531248,1469.2012449531248,1445.2012449531248,1470.2012449531248,1464.2012449531248,1482.2012449531248,1478.2012449531248,1463.2012449531248,1448.2012449531248,1439.2012449531248,1486.2012449531248,1457.2012449531248,1520.2012449531248,1550.2012449531248,1540.2012449531248,1518.2012449531248,1571.2012449531248,1745.5400218749996,1703.5400218749996,1705.0271249999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1537,NA,1659.5,1500,1858.85,NA,1686.2749999999999,NA,1723.7924999999998,NA,1735.7787499999997,NA,1705.0271249999996,NA,1643.2471874999997,NA,1845.1317312499996,NA,1703.5400218749996,NA,1350.3095303124996,NA,1370.2167717187497,NA,1571.2012449531248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston,1870.3329802265623,1500,0,0,0,0,0,1879.3355243593746,1863.3355243593746,1870.3355243593746,1841.3355243593746,1843.3355243593746,1849.3355243593746,1872.3355243593746,1877.3355243593746,1836.3355243593746,1842.3355243593746,1845.3355243593746,1854.3355243593746,1872.3355243593746,1888.3355243593746,1902.3355243593746,1879.3355243593746,1891.3355243593746,1928.3355243593746,1932.3355243593746,1937.3355243593746,1942.3355243593746,1926.3355243593746,1928.3355243593746,1953.3355243593746,1961.3355243593746,1947.3355243593746,1962.3355243593746,1948.3355243593746,1969.3355243593746,1930.3355243593746,1941.3355243593746,2024.88406015625,2034.88406015625,1988.88406015625,2003.88406015625,2016.88406015625,1998.88406015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1689,NA,1662.5,1500,1672.95,NA,1381.225,NA,1460.4975,NA,1507.61625,NA,1595.957375,NA,1500.2635625,NA,1732.91899375,NA,1683.538565625,NA,1929.6449809375,NA,1998.88406015625,NA,1941.3355243593746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma,1748.0453804843748,1500,0,0,0,0,0,1721.72250890625,1745.72250890625,1766.72250890625,1776.72250890625,1777.72250890625,1728.72250890625,1756.72250890625,1763.72250890625,1748.72250890625,1723.72250890625,1731.72250890625,1736.72250890625,1751.72250890625,1788.72250890625,1746.72250890625,1722.72250890625,1762.72250890625,1754.72250890625,1762.72250890625,1728.72250890625,1747.72250890625,1730.72250890625,1771.72250890625,1796.72250890625,1786.72250890625,1770.72250890625,1728.72250890625,1775.72250890625,1814.72250890625,1802.72250890625,1815.72250890625,1773.6137534374998,1810.6137534374998,1800.6137534374998,2004.2790624999998,2046.2790624999998,2007.2790624999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1700,NA,1921,1500,1538.5,NA,1612.55,NA,1567.825,NA,1730.6774999999998,NA,1826.6862499999997,NA,1932.546375,NA,2007.2790624999998,NA,1626.40344375,NA,1691.3854406249998,NA,1800.6137534374998,NA,1815.72250890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iowa St.,1650.0864527734375,1500,0,0,0,0,0,1710.846161640625,1682.846161640625,1693.846161640625,1706.846161640625,1694.846161640625,1727.846161640625,1703.846161640625,1710.846161640625,1746.846161640625,1700.846161640625,1710.846161640625,1682.846161640625,1673.846161640625,1655.846161640625,1697.846161640625,1687.846161640625,1670.846161640625,1688.846161640625,1681.846161640625,1667.846161640625,1652.846161640625,1641.846161640625,1669.846161640625,1644.846161640625,1687.846161640625,1681.846161640625,1651.846161640625,1674.846161640625,1650.846161640625,1624.846161640625,1583.846161640625,1579.846161640625,1850.21123984375,1895.21123984375,1867.21123984375,1957.930625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1425,NA,1487.5,1500,1562.25,NA,1566.375,NA,1840.8625,NA,1859.34375,NA,1957.930625,NA,1954.7684375,NA,1880.76340625,NA,1963.8122343750001,NA,1584.1351390625,NA,1867.21123984375,NA,1579.846161640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Morris,1469.2171650078126,1500,0,0,0,0,0,1359.864437046875,1345.864437046875,1313.864437046875,1346.864437046875,1340.864437046875,1318.864437046875,1316.864437046875,1290.864437046875,1264.864437046875,1294.864437046875,1324.864437046875,1306.864437046875,1325.864437046875,1374.864437046875,1401.864437046875,1427.864437046875,1400.864437046875,1433.864437046875,1379.864437046875,1410.864437046875,1428.864437046875,1432.864437046875,1444.864437046875,1468.864437046875,1498.864437046875,1483.864437046875,1457.864437046875,1466.864437046875,1434.864437046875,1471.864437046875,1474.864437046875,1493.864437046875,1526.864437046875,1580.7208124999997,1575.7208124999997,1587.308875,1647.3274999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1691,NA,1662.5,1500,1623.55,NA,1538.525,NA,1647.3274999999999,NA,1600.22125,NA,1587.308875,NA,1575.7208124999997,NA,1296.05306875,NA,1326.7427781249999,NA,1305.1873096875,NA,1352.61648828125,NA,1526.864437046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia Tech,1671.5828623593748,1500,0,0,0,0,0,1826.7372401562498,1827.7372401562498,1828.7372401562498,1836.7372401562498,1837.7372401562498,1868.7372401562498,1800.7372401562498,1750.7372401562498,1731.7372401562498,1735.7372401562498,1742.7372401562498,1745.7372401562498,1746.7372401562498,1730.7372401562498,1753.7372401562498,1782.7372401562498,1804.7372401562498,1783.7372401562498,1790.7372401562498,1752.7372401562498,1712.7372401562498,1693.7372401562498,1653.7372401562498,1620.7372401562498,1645.7372401562498,1611.7372401562498,1604.7372401562498,1596.7372401562498,1587.7372401562498,1630.7372401562498,1613.7372401562498,1584.7372401562498,1919.7141409375,1938.7141409375,1930.7141409375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1730,NA,1671,1500,1758.5,NA,1744.55,NA,1610.825,NA,1499.7775,NA,1391.13625,NA,1392.501375,NA,1768.5915625,NA,1768.04619375,NA,1764.600565625,NA,1930.7141409375,NA,1584.7372401562498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St.,1763.5975670078124,1500,0,0,0,0,0,1784.7773770468748,1790.7773770468748,1795.7773770468748,1801.7773770468748,1804.7773770468748,1828.7773770468748,1787.7773770468748,1790.7773770468748,1836.7773770468748,1851.7773770468748,1869.7773770468748,1874.7773770468748,1876.7773770468748,1888.7773770468748,1904.7773770468748,1913.7773770468748,1858.7773770468748,1821.7773770468748,1837.7773770468748,1850.7773770468748,1830.7773770468748,1819.7773770468748,1794.7773770468748,1826.7773770468748,1829.7773770468748,1838.7773770468748,1823.7773770468748,1828.7773770468748,1844.7773770468748,1809.7773770468748,1839.7773770468748,1755.3629282812499,1744.3629282812499,1773.3629282812499,1813.3629282812499,1843.3629282812499,1812.3629282812499,1951.9412499999999,1942.9412499999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1391,NA,1570.5,1500,1701.55,NA,1904.9250000000002,NA,1936.9275,NA,1942.9412499999999,NA,2055.548875,NA,1983.6568125,NA,1930.49306875,NA,2002.343578125,NA,1905.3197096875,NA,1812.3629282812499,NA,1839.7773770468748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,1688.4314991796873,1500,0,0,0,0,0,1649.835204078125,1660.835204078125,1670.835204078125,1679.835204078125,1688.835204078125,1704.835204078125,1725.835204078125,1777.835204078125,1729.835204078125,1745.835204078125,1755.835204078125,1766.835204078125,1733.835204078125,1712.835204078125,1720.835204078125,1757.835204078125,1731.835204078125,1753.835204078125,1781.835204078125,1772.835204078125,1748.835204078125,1723.835204078125,1692.835204078125,1733.835204078125,1711.835204078125,1755.835204078125,1792.835204078125,1765.835204078125,1758.835204078125,1774.835204078125,1754.835204078125,1764.835204078125,1700.71299046875,1716.71299046875,1686.71299046875,1936.28875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1691,NA,1319.5,1500,1388.05,NA,1442.875,NA,1896.8525,NA,1936.28875,NA,1714.2001249999998,NA,1712.9866874999998,NA,1958.7533812499998,NA,1695.2726968749998,NA,1658.2623628124998,NA,1686.71299046875,NA,1764.835204078125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stanford,1606.8563053437497,1500,0,0,0,0,0,1629.4262680624997,1644.4262680624997,1662.4262680624997,1678.4262680624997,1680.4262680624997,1706.4262680624997,1755.4262680624997,1746.4262680624997,1752.4262680624997,1757.4262680624997,1773.4262680624997,1781.4262680624997,1751.4262680624997,1758.4262680624997,1781.4262680624997,1792.4262680624997,1809.4262680624997,1789.4262680624997,1764.4262680624997,1724.4262680624997,1765.4262680624997,1728.4262680624997,1714.4262680624997,1687.4262680624997,1659.4262680624997,1689.4262680624997,1717.4262680624997,1734.4262680624997,1761.4262680624997,1738.4262680624997,1720.4262680624997,1667.4262680624997,1697.5143862500001,1714.5143862500001,1699.5143862500001,1810.0197500000002,1825.0197500000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1826,NA,1664,1500,1597.8,NA,1565.1000000000001,NA,1852.89,NA,1741.9750000000001,NA,1806.8545000000001,NA,1825.0197500000002,NA,1639.5662250000003,NA,1571.2890375000002,NA,1699.5143862500001,NA,1577.143904375,NA,1667.4262680624997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,1660.2586565468748,1500,0,0,0,0,0,1702.2519492812496,1721.2519492812496,1746.2519492812496,1756.2519492812496,1779.2519492812496,1785.2519492812496,1791.2519492812496,1773.2519492812496,1745.2519492812496,1763.2519492812496,1770.2519492812496,1786.2519492812496,1797.2519492812496,1831.2519492812496,1782.2519492812496,1812.2519492812496,1836.2519492812496,1793.2519492812496,1808.2519492812496,1830.2519492812496,1796.2519492812496,1847.2519492812496,1851.2519492812496,1865.2519492812496,1836.2519492812496,1868.2519492812496,1879.2519492812496,1835.2519492812496,1772.2519492812496,1745.2519492812496,1726.2519492812496,1669.2519492812496,1758.1089396874997,1774.1089396874997,1781.1089396874997,1752.1089396874997,1797.9499999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1464,NA,1337,1500,1577.7,NA,1797.9499999999998,NA,1730.2849999999999,NA,1730.5274999999997,NA,1717.3492499999998,NA,1593.8328749999996,NA,1737.1212124999997,NA,1713.7104687499998,NA,1643.9915981249997,NA,1752.1089396874997,NA,1669.2519492812496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina St.,1730.0153162734375,1500,0,0,0,0,0,1714.893582640625,1719.893582640625,1725.893582640625,1729.893582640625,1731.893582640625,1737.893582640625,1709.893582640625,1735.893582640625,1758.893582640625,1778.893582640625,1768.893582640625,1771.893582640625,1780.893582640625,1736.893582640625,1752.893582640625,1723.893582640625,1749.893582640625,1768.893582640625,1789.893582640625,1755.893582640625,1710.893582640625,1684.893582640625,1718.893582640625,1750.893582640625,1723.893582640625,1791.893582640625,1773.893582640625,1741.893582640625,1749.893582640625,1732.893582640625,1756.893582640625,1774.893582640625,1803.56174984375,1816.56174984375,1820.56174984375,1808.56174984375,1812.6225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1449,NA,1589.5,1500,1669.45,NA,1551.5749999999998,NA,1812.6225,NA,1832.7837499999998,NA,1798.1786249999998,NA,1828.9244374999998,NA,1664.9158062499998,NA,1545.135234375,NA,1752.0423590625,NA,1808.56174984375,NA,1774.893582640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richmond,1635.6221168046873,1500,0,0,0,0,0,1492.674765828125,1500.674765828125,1513.674765828125,1524.674765828125,1576.674765828125,1568.674765828125,1599.674765828125,1623.674765828125,1640.674765828125,1660.674765828125,1674.674765828125,1617.674765828125,1598.674765828125,1615.674765828125,1655.674765828125,1614.674765828125,1644.674765828125,1678.674765828125,1694.674765828125,1674.674765828125,1653.674765828125,1669.674765828125,1677.674765828125,1706.674765828125,1742.674765828125,1752.674765828125,1728.674765828125,1737.674765828125,1750.674765828125,1776.674765828125,1806.674765828125,1451.94911296875,1440.94911296875,1780.1625468749996,1743.1625468749996,1915.275,1895.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1513,NA,1591.5,1500,1805.65,NA,1895.275,NA,1580.3325,NA,1625.74875,NA,1610.9741249999997,NA,1768.2116874999997,NA,1591.3980812499997,NA,1743.1625468749996,NA,1544.0006978124998,NA,1440.94911296875,NA,1806.674765828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,1925.0186421562498,1500,0,0,0,0,0,2035.4732089374997,2036.4732089374997,2037.4732089374997,2043.4732089374997,2046.4732089374997,2051.4732089374997,2051.4732089374997,1987.4732089374997,2003.4732089374997,2006.4732089374997,1944.4732089374997,1946.4732089374997,1962.4732089374997,1912.4732089374997,1861.4732089374997,1849.4732089374997,1864.4732089374997,1843.4732089374997,1851.4732089374997,1879.4732089374997,1888.4732089374997,1870.4732089374997,1875.4732089374997,1884.4732089374997,1890.4732089374997,1898.4732089374997,1906.4732089374997,1918.4732089374997,1925.4732089374997,1938.4732089374997,2153.940125625,2107.940125625,2110.940125625,2120.940125625,2131.940125625,2148.940125625,2157.940125625,2185.940125625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1542,NA,1512,1500,1588.6,NA,1630.8999999999999,NA,1719.0299999999997,NA,1773.7849999999999,NA,2047.6014999999998,NA,2037.9362499999997,NA,2057.2485749999996,NA,1897.0051624999996,NA,2091.67715375,NA,2185.940125625,NA,1938.4732089374997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington,1659.0361641093748,1500,0,0,0,0,0,1723.2410186562497,1727.2410186562497,1708.2410186562497,1710.2410186562497,1730.2410186562497,1744.2410186562497,1758.2410186562497,1769.2410186562497,1749.2410186562497,1756.2410186562497,1774.2410186562497,1793.2410186562497,1775.2410186562497,1750.2410186562497,1791.2410186562497,1768.2410186562497,1738.2410186562497,1758.2410186562497,1740.2410186562497,1729.2410186562497,1707.2410186562497,1689.2410186562497,1663.2410186562497,1625.2410186562497,1611.2410186562497,1590.2410186562497,1560.2410186562497,1589.2410186562497,1557.2410186562497,1604.2410186562497,1646.2410186562497,1625.2410186562497,1827.3855159374998,1786.3855159374998,1834.3855159374998,1821.3855159374998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1564,NA,1841,1500,1909.7,NA,1842.1499999999999,NA,1800.9849999999997,NA,1648.1374999999998,NA,1641.3642499999996,NA,1546.1233749999997,NA,1713.4709624999996,NA,1421.5724937499997,NA,1641.8275356249997,NA,1821.3855159374998,NA,1625.2410186562497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
